1542884104.3810017,-157.6705,-4.33582,-2.451883,0,485,7381,unknown
1542884104.3893933,-157.7411,-4.701654,-1.870299,-53,630,7189,hand_down
1542884104.3895116,-157.8128,-5.099143,-1.229501,-92,793,6948,hand_down
1542884104.3895922,-157.888,-5.491229,-0.536322,-101,972,6662,hand_down
1542884104.3896697,-157.9806,-5.876004,0.203376,-78,1154,6383,hand_down
1542884104.3897498,-158.0988,-6.23351,1.001146,-47,1327,6080,hand_down
1542884104.3957014,-158.2434,-6.561466,1.850324,-25,1495,5765,hand_down
1542884104.402717,-158.4008,-6.87749,2.732575,-26,1640,5467,hand_down
1542884104.4223776,-158.5817,-7.214567,3.642598,-64,1763,5226,hand_down
1542884104.4298563,-158.7815,-7.569189,4.560029,-128,1881,5010,hand_down
1542884104.4378462,-158.9735,-7.964042,5.493948,-213,2002,4802,hand_down
1542884104.445374,-159.1587,-8.391348,6.43947,-298,2115,4570,hand_down
1542884104.4516056,-159.3449,-8.828246,7.394055,-359,2192,4306,hand_down
1542884104.4568706,-159.5355,-9.249805,8.376926,-367,2264,3959,hand_down
1542884104.4693735,-159.7241,-9.641657,9.389371,-360,2295,3639,hand_down
1542884104.4786673,-159.9208,-9.992014,10.44846,-342,2333,3268,hand_down
1542884104.5236797,-160.1058,-10.30574,11.4864,-359,2343,2977,hand_down
1542884104.5325844,-160.2872,-10.62431,12.50505,-326,2403,2744,hand_down
1542884104.5327241,-160.4899,-10.96066,13.51972,-284,2412,2554,hand_down
1542884104.5328307,-160.6967,-11.28258,14.58399,-225,2430,2339,hand_down
1542884104.5561016,-160.9019,-11.58342,15.74251,-155,2424,2001,hand_down
1542884104.5562146,-161.1076,-11.81597,16.91851,-193,2300,1707,hand_down
1542884104.5626423,-161.2406,-12.03478,18.05012,-222,2222,1488,hand_down
1542884104.5744486,-161.362,-12.20939,19.17422,-148,2163,1282,hand_down
1542884104.580533,-161.5129,-12.29714,20.33911,16,2129,1069,hand_down
1542884104.5806391,-161.7279,-12.28063,21.50492,196,2062,912,hand_down
1542884104.5881755,-161.9734,-12.25936,22.61008,159,2068,886,hand_down
1542884104.621327,-162.2059,-12.32303,23.67418,8,2046,1009,hand_up
1542884104.6329849,-162.4022,-12.44365,24.71087,-245,1989,1135,hand_up
1542884104.6331267,-162.5085,-12.64784,25.78196,-456,1974,1202,hand_up
1542884104.6375263,-162.572,-12.87752,26.92583,-573,1889,1129,hand_down
1542884104.6535473,-162.6267,-13.08342,28.05253,-586,1786,967,hand_down
1542884104.6536705,-162.678,-13.27756,29.08883,-565,1760,806,hand_down
1542884104.6593807,-162.7271,-13.4931,30.06167,-430,1811,668,hand_down
1542884104.699338,-162.8219,-13.70784,31.02762,-329,1843,560,hand_down
1542884104.7062762,-162.9419,-13.92822,31.99451,-285,1831,462,hand_down
1542884104.7063937,-163.0809,-14.16554,32.96013,-324,1787,391,hand_down
1542884104.7064793,-163.2156,-14.41731,33.94813,-446,1660,290,hand_down
1542884104.7227938,-163.2912,-14.66353,34.95733,-565,1465,134,hand_down
1542884104.7599208,-163.3102,-14.87017,35.98697,-621,1217,-68,hand_down
1542884104.7600179,-163.2993,-14.98996,37.03004,-620,951,-330,hand_down
1542884104.8054612,-163.2557,-15.04056,38.03703,-581,770,-567,hand_down
1542884104.8055446,-163.2209,-15.03293,38.9775,-539,706,-718,hand_down
1542884104.805606,-163.2353,-14.98166,39.85633,-529,741,-750,hand_down
1542884104.8461246,-163.2603,-14.96229,40.6992,-598,780,-704,hand_up
1542884104.8462238,-163.2579,-15.02008,41.5041,-718,799,-673,hand_up
1542884104.8462887,-163.2017,-15.17603,42.26862,-835,808,-672,hand_up
1542884104.8463495,-163.1117,-15.39618,42.99799,-891,785,-737,hand_down
1542884104.893222,-162.9955,-15.62366,43.69759,-854,729,-893,hand_down
1542884104.8933175,-162.8808,-15.80573,44.40275,-730,660,-1092,hand_down
1542884104.8933806,-162.7908,-15.91986,45.12479,-583,549,-1299,hand_down
1542884104.8934386,-162.7164,-16.01239,45.85815,-449,411,-1455,hand_down
1542884104.8934956,-162.7152,-16.02443,46.57233,-352,319,-1681,hand_down
1542884104.9301424,-162.7689,-16.00998,47.24083,-382,202,-1783,hand_down
1542884104.930243,-162.7975,-16.03745,47.8399,-504,34,-1832,hand_down
1542884104.9303095,-162.7901,-16.10627,48.37421,-622,-129,-1865,hand_down
1542884104.930371,-162.7659,-16.18109,48.86306,-678,-320,-1921,hand_down
1542884104.9615092,-162.7568,-16.21369,49.3577,-658,-522,-2020,hand_down
1542884104.9706762,-162.7417,-16.2279,49.83297,-661,-743,-2121,hand_down
1542884104.970756,-162.7015,-16.24664,50.23474,-675,-924,-2188,hand_down
1542884104.970819,-162.6692,-16.2496,50.59481,-718,-1083,-2257,hand_down
1542884104.9708707,-162.6185,-16.24523,50.88133,-705,-1218,-2310,hand_down
1542884104.9798265,-162.5627,-16.23018,51.11427,-666,-1280,-2352,hand_down
1542884104.9799218,-162.5314,-16.19717,51.30236,-629,-1304,-2371,hand_down
1542884104.9799862,-162.5155,-16.15529,51.43797,-610,-1281,-2390,hand_down
1542884105.0096447,-162.511,-16.12022,51.52225,-623,-1251,-2394,hand_down
1542884105.032415,-162.4873,-16.11836,51.55526,-643,-1242,-2428,hand_down
1542884105.0325072,-162.4503,-16.1158,51.52363,-622,-1263,-2531,hand_down
1542884105.0325584,-162.4342,-16.07347,51.45993,-572,-1294,-2643,hand_down
1542884105.0690398,-162.425,-15.99603,51.35899,-545,-1388,-2707,hand_down
1542884105.069128,-162.3825,-15.91769,51.20531,-536,-1475,-2748,hand_down
1542884105.1041193,-162.3351,-15.84659,50.98116,-521,-1528,-2733,hand_up
1542884105.1042051,-162.3103,-15.74421,50.69261,-484,-1529,-2705,hand_up
1542884105.104259,-162.3121,-15.5953,50.34212,-435,-1451,-2666,hand_up
1542884105.1043112,-162.3452,-15.3979,49.95387,-418,-1314,-2602,hand_up
1542884105.1445537,-162.3873,-15.18713,49.52949,-432,-1144,-2514,hand_up
1542884105.1446486,-162.4214,-14.98344,49.06468,-474,-1016,-2392,hand_up
1542884105.1447134,-162.4383,-14.8136,48.54486,-530,-939,-2276,hand_up
1542884105.1890996,-162.4132,-14.69003,47.96698,-559,-875,-2175,hand_up
1542884105.189183,-162.3761,-14.5747,47.32089,-547,-808,-2128,hand_up
1542884105.1892354,-162.3339,-14.43703,46.6105,-532,-714,-2121,hand_up
1542884105.1892836,-162.2886,-14.27928,45.84444,-547,-543,-2121,hand_down
1542884105.1893318,-162.211,-14.12406,45.06798,-506,-317,-2154,hand_down
1542884105.2510514,-162.1577,-13.95263,44.2748,-477,-198,-2129,hand_up
1542884105.2511432,-162.0928,-13.7997,43.43272,-479,-212,-2044,hand_up
1542884105.2511983,-161.9933,-13.65199,42.55088,-397,-251,-2027,hand_up
1542884105.2512493,-161.9397,-13.40866,41.66229,-284,-288,-2014,hand_up
1542884105.3819814,-161.9198,-13.09101,40.72838,-245,-230,-1951,hand_up
1542884105.4165044,-161.8842,-12.79142,39.7014,-299,-2,-1768,hand_up
1542884105.4165804,-161.8388,-12.56223,38.59829,-454,303,-1477,hand_up
1542884105.4166276,-161.7518,-12.43118,37.46838,-591,538,-1216,hand_up
1542884105.416672,-161.6424,-12.3636,36.33372,-659,682,-1039,hand_up
1542884105.4167137,-161.5132,-12.30072,35.21438,-670,704,-968,hand_up
1542884105.416754,-161.366,-12.17229,34.11786,-593,594,-1048,hand_down
1542884105.4167953,-161.1928,-11.92257,33.01257,-464,492,-1232,hand_down
1542884105.416836,-161.0267,-11.54731,31.87664,-316,499,-1367,hand_down
1542884105.416876,-160.8914,-11.07843,30.69283,-207,630,-1353,hand_up
1542884105.4169164,-160.7906,-10.56085,29.48867,-155,844,-1212,hand_up
1542884105.4169567,-160.7034,-10.08498,28.2382,-196,1051,-864,hand_up
1542884105.4169972,-160.5753,-9.758925,26.94349,-343,1151,-419,hand_up
1542884105.4170365,-160.3638,-9.584399,25.58164,-485,1094,-108,hand_up
1542884105.41708,-160.1014,-9.453115,24.16675,-503,1018,14,hand_up
1542884105.4510522,-159.8384,-9.228221,22.75822,-390,1009,-3,hand_down
1542884105.4511285,-159.5984,-8.824704,21.35829,-217,1112,1,hand_up
1542884105.4511905,-159.3781,-8.284594,19.95607,-132,1329,260,hand_up
1542884105.4512458,-159.1728,-7.726458,18.57359,-134,1526,811,hand_up
1542884105.488649,-158.9397,-7.274475,17.17419,-265,1526,1543,hand_up
1542884105.4887257,-158.5992,-7.037021,15.82858,-309,1615,2092,hand_up
1542884105.4887724,-158.2892,-6.887047,14.58192,-283,1524,2272,hand_up
1542884105.488827,-157.9716,-6.689259,13.3013,-177,1444,2250,hand_down
1542884105.52429,-157.6501,-6.405983,11.98002,88,1506,2276,hand_up
1542884105.5243905,-157.4612,-5.933413,10.70766,332,1576,2388,hand_up
1542884105.524454,-157.3458,-5.332019,9.494861,400,1589,2725,hand_up
1542884105.5245125,-157.1829,-4.805723,8.349877,247,1485,3318,hand_up
1542884105.5577807,-156.9562,-4.475973,7.239794,29,1400,3906,hand_up
1542884105.5578814,-156.6722,-4.331296,6.179203,-172,1188,4289,hand_up
1542884105.557945,-156.3455,-4.241972,5.05689,-112,1287,4291,hand_up
1542884105.5580056,-156.0678,-4.079327,3.900372,-122,1113,4262,hand_down
1542884105.6002154,-155.8473,-3.816458,2.781065,55,1054,4229,hand_down
1542884105.6002948,-155.6672,-3.428318,1.740474,86,906,4343,hand_up
1542884105.6003606,-155.5444,-3.000628,0.804388,28,754,4623,hand_up
1542884105.6412446,-155.3859,-2.705737,-0.067157,-147,571,4985,hand_up
1542884105.641341,-155.1585,-2.556782,-0.87865,-336,386,5219,hand_up
1542884105.6414068,-154.9243,-2.484698,-1.650262,-445,82,5294,hand_up
1542884105.687,-154.6765,-2.404367,-2.377833,-455,140,5245,hand_down
1542884105.6870792,-154.4199,-2.318501,-3.018516,-307,-40,5212,hand_down
1542884105.6871283,-154.2378,-2.198331,-3.678558,-158,-30,5371,hand_up
1542884105.6871827,-154.093,-2.132689,-4.314784,-84,-91,5683,hand_up
1542884105.68723,-153.9748,-2.107752,-4.89504,-66,-117,6052,hand_up
1542884105.726883,-153.8799,-2.149193,-5.404916,-152,-193,6413,hand_up
1542884105.7270029,-153.7673,-2.243523,-5.834291,-245,-260,6756,hand_up
1542884105.7270916,-153.6616,-2.38728,-6.203962,-336,-327,7005,hand_up
1542884105.72718,-153.5626,-2.56391,-6.524476,-411,-384,7128,hand_up
1542884105.7589316,-153.4549,-2.757556,-6.799609,-444,-433,7191,hand_up
1542884105.759093,-153.3611,-2.954507,-7.032735,-415,-463,7234,hand_up
1542884105.7592258,-153.285,-3.150198,-7.214338,-337,-435,7284,hand_up
1542884105.759324,-153.255,-3.344823,-7.29304,-259,-403,7365,hand_up
1542884105.8011692,-153.2473,-3.560858,-7.260257,-154,-352,7457,hand_up
1542884105.801246,-153.2546,-3.767433,-7.122837,-95,-330,7515,hand_up
1542884105.8013172,-153.3003,-3.947293,-6.897265,-49,-273,7507,hand_down
1542884105.8013637,-153.3622,-4.09703,-6.59056,-15,-211,7502,hand_down
1542884105.8456578,-153.45,-4.208388,-6.208128,-7,-143,7491,hand_down
1542884105.8457532,-153.5487,-4.320714,-5.760128,-10,-53,7478,hand_down
1542884105.8458283,-153.6823,-4.473983,-5.262888,-55,20,7499,hand_up
1542884105.8830402,-153.8109,-4.686001,-4.721484,-148,100,7509,hand_up
1542884105.8831162,-153.931,-4.948474,-4.142074,-247,216,7477,hand_down
1542884105.8831632,-154.0307,-5.245,-3.498677,-330,366,7387,hand_down
1542884105.8832061,-154.1275,-5.569891,-2.818205,-371,534,7208,hand_down
1542884105.883249,-154.2133,-5.910738,-2.090694,-364,703,6916,hand_down
1542884105.9175203,-154.2964,-6.262923,-1.336165,-306,849,6530,hand_down
1542884105.9175963,-154.3927,-6.61665,-0.565788,-199,990,6115,hand_down
1542884105.9176493,-154.524,-6.936921,0.229882,-45,1140,5734,hand_down
1542884105.917706,-154.7124,-7.211789,1.069079,109,1299,5393,hand_down
1542884105.9517033,-154.9322,-7.447845,1.948438,189,1447,5133,hand_down
1542884105.9517903,-155.1788,-7.686025,2.865968,157,1560,4930,hand_down
1542884105.9518454,-155.4162,-7.94449,3.801454,27,1632,4731,hand_down
1542884105.9518948,-155.6209,-8.23939,4.757851,-124,1689,4527,hand_down
1542884105.9877293,-155.7849,-8.561288,5.722372,-226,1750,4275,hand_down
